trade_num,Flat (No MG),Flat + Skip 2L,MG Next Signal (x1.5),MG Next Signal (x2),MG Next Signal (x3.0),MG1 (x1.5),MG1 (x2),MG1 (x2.5),MG1 (x3.0),MG2 (x1.5),MG2 (x2),MG2 (x2.5),MG2 (x3.0),MG2 + Stop 1L,Masaniello,Masaniello (cap $1000),Masaniello (cap $2000),Masaniello (cap $500),Soros (3-level cap),Soros (Anti-MG)
5915,-4009.6,,-4661.2,-5312.8,-6616.0,-7229.2,-8302.4,-9375.6,-10448.8,-9733.0,-12753.6,-16330.6,-20464.0,,148858.23,239825.12,239825.12,239825.12,75881.15,75881.15
5916,-4019.6,,-4671.2,-5322.8,-6626.0,-7254.2,-8332.4,-9410.6,-10488.8,-9780.5,-12823.6,-16428.1,-20594.0,,148808.23,239760.19,239760.19,239760.19,75871.15,75871.15
5917,-4010.8,,-4658.0,-5305.2,-6599.6,-7245.4,-8323.6,-9401.8,-10480.0,-9771.7,-12814.8,-16419.3,-20585.2,,148852.23,239826.85,239826.85,239826.85,75879.95,75879.95
5918,-4020.8,,-4668.0,-5315.2,-6609.6,-7242.2,-8316.0,-9389.8,-10463.6,-9768.5,-12807.2,-16407.3,-20568.8,,148896.23,239886.85,239886.85,239886.85,75896.49,75896.49
5919,-4012.0,,-4654.8,-5297.6,-6583.2,-7233.4,-8307.2,-9381.0,-10454.8,-9759.7,-12798.4,-16398.5,-20560.0,,148940.23,239936.85,239936.85,239936.85,75927.59,75927.59
5920,-4003.2,,-4646.0,-5288.8,-6574.4,-7224.6,-8298.4,-9372.2,-10446.0,-9750.9,-12789.6,-16389.7,-20551.2,,148973.56,239970.19,239970.19,239970.19,75936.39,75936.39
5921,-3994.4,,-4637.2,-5280.0,-6565.6,-7215.8,-8289.6,-9363.4,-10437.2,-9742.1,-12780.8,-16380.9,-20542.4,,148982.36,239978.99,239978.99,239978.99,75952.94,75952.94
5922,-4004.4,,-4647.2,-5290.0,-6575.6,-7240.8,-8319.6,-9398.4,-10477.2,-9747.3,-12775.6,-16360.9,-20503.2,,148991.16,239987.79,239987.79,239987.79,75984.04,75984.04
5923,-3995.6,,-4634.0,-5272.4,-6549.2,-7232.0,-8310.8,-9389.6,-10468.4,-9738.5,-12766.8,-16352.1,-20494.4,,148999.96,239996.59,239996.59,239996.59,75992.84,75992.84
5924,-4005.6,,-4644.0,-5282.4,-6559.2,-7228.8,-8303.2,-9377.6,-10452.0,-9735.3,-12759.2,-16340.1,-20478.0,,149008.76,240005.39,240005.39,240005.39,76009.38,76009.38
5925,-4015.6,,-4659.0,-5302.4,-6589.2,-7225.6,-8295.6,-9365.6,-10435.6,-9732.1,-12751.6,-16328.1,-20461.6,,149017.56,240014.19,240014.19,240014.19,76040.49,76040.49
5926,-4006.8,,-4650.2,-5293.6,-6580.4,-7216.8,-8286.8,-9356.8,-10426.8,-9723.3,-12742.8,-16319.3,-20452.8,,149026.36,240022.99,240022.99,240022.99,76049.29,76049.29
5927,-4016.8,,-4660.2,-5303.6,-6590.4,-7241.8,-8316.8,-9391.8,-10466.8,-9770.8,-12812.8,-16416.8,-20582.8,,149016.36,240012.99,240012.99,240012.99,76030.49,76030.49
5928,-4008.0,,-4647.0,-5286.0,-6564.0,-7233.0,-8308.0,-9383.0,-10458.0,-9762.0,-12804.0,-16408.0,-20574.0,,149025.16,240021.79,240021.79,240021.79,76039.29,76039.29
5929,-4018.0,,-4657.0,-5296.0,-6574.0,-7229.8,-8300.4,-9371.0,-10441.6,-9758.8,-12796.4,-16396.0,-20557.6,,149033.96,240030.59,240030.59,240030.59,76055.83,76055.83
5930,-4028.0,,-4672.0,-5316.0,-6604.0,-7254.8,-8330.4,-9406.0,-10481.6,-9764.0,-12791.2,-16376.0,-20518.4,,149042.76,240039.39,240039.39,240039.39,76086.93,76086.93
5931,-4038.0,,-4682.0,-5326.0,-6614.0,-7251.6,-8322.8,-9394.0,-10465.2,-9760.8,-12783.6,-16364.0,-20502.0,,149051.56,240048.19,240048.19,240048.19,76095.73,76095.73
5932,-4048.0,,-4697.0,-5346.0,-6644.0,-7248.4,-8315.2,-9382.0,-10448.8,-9757.6,-12776.0,-16352.0,-20485.6,,149060.36,240056.99,240056.99,240056.99,76112.28,76112.28
5933,-4058.0,,-4707.0,-5356.0,-6654.0,-7273.4,-8345.2,-9417.0,-10488.8,-9762.8,-12770.8,-16332.0,-20446.4,,149104.36,240136.99,240136.99,240136.99,76143.38,76143.38
5934,-4068.0,,-4722.0,-5376.0,-6684.0,-7298.4,-8375.2,-9452.0,-10528.8,-9810.3,-12840.8,-16429.5,-20576.4,,149054.36,240047.27,240047.27,240047.27,76133.38,76133.38
5935,-4078.0,,-4732.0,-5386.0,-6694.0,-7323.4,-8405.2,-9487.0,-10568.8,-9815.5,-12835.6,-16409.5,-20537.2,,149098.36,240130.61,240130.61,240130.61,76142.18,76142.18
5936,-4069.2,,-4718.8,-5368.4,-6667.6,-7314.6,-8396.4,-9478.2,-10560.0,-9806.7,-12826.8,-16400.7,-20528.4,,149142.36,240212.96,240212.96,240212.96,76158.72,76158.72
5937,-4079.2,,-4728.8,-5378.4,-6677.6,-7311.4,-8388.8,-9466.2,-10543.6,-9803.5,-12819.2,-16388.7,-20512.0,,149186.36,240294.21,240294.21,240294.21,76189.83,76189.83
5938,-4089.2,,-4743.8,-5398.4,-6707.6,-7336.4,-8418.8,-9501.2,-10583.6,-9808.7,-12814.0,-16368.7,-20472.8,,149230.36,240374.21,240374.21,240374.21,76198.63,76198.63
5939,-4099.2,,-4753.8,-5408.4,-6717.6,-7333.2,-8411.2,-9489.2,-10567.2,-9805.5,-12806.4,-16356.7,-20456.4,,149274.36,240452.78,240452.78,240452.78,76215.17,76215.17
5940,-4090.4,,-4740.6,-5390.8,-6691.2,-7324.4,-8402.4,-9480.4,-10558.4,-9796.7,-12797.6,-16347.9,-20447.6,,149318.36,240529.7,240529.7,240529.7,76246.27,76246.27
5941,-4081.6,,-4731.8,-5382.0,-6682.4,-7315.6,-8393.6,-9471.6,-10549.6,-9787.9,-12788.8,-16339.1,-20438.8,,149362.36,240604.7,240604.7,240604.7,76255.07,76255.07
5942,-4091.6,,-4741.8,-5392.0,-6692.4,-7340.6,-8423.6,-9506.6,-10589.6,-9793.1,-12783.6,-16319.1,-20399.6,,149406.36,240677.43,240677.43,240677.43,76271.62,76271.62
5943,-4101.6,,-4756.8,-5412.0,-6722.4,-7365.6,-8453.6,-9541.6,-10629.6,-9840.6,-12853.6,-16416.6,-20529.6,,149356.36,240597.89,240597.89,240597.89,76236.27,76236.27
5944,-4092.8,,-4748.0,-5403.2,-6713.6,-7356.8,-8444.8,-9532.8,-10620.8,-9831.8,-12844.8,-16407.8,-20520.8,,149400.36,240675.66,240675.66,240675.66,76245.07,76245.07
5945,-4102.8,,-4758.0,-5413.2,-6723.6,-7353.6,-8437.2,-9520.8,-10604.4,-9828.6,-12837.2,-16395.8,-20504.4,,149444.36,240750.66,240750.66,240750.66,76261.62,76261.62
5946,-4094.0,,-4744.8,-5395.6,-6697.2,-7344.8,-8428.4,-9512.0,-10595.6,-9819.8,-12828.4,-16387.0,-20495.6,,149488.36,240822.09,240822.09,240822.09,76292.72,76292.72
5947,-4085.2,,-4736.0,-5386.8,-6688.4,-7336.0,-8419.6,-9503.2,-10586.8,-9811.0,-12819.6,-16378.2,-20486.8,,149532.36,240888.76,240888.76,240888.76,76301.52,76301.52
5948,-4076.4,,-4727.2,-5378.0,-6679.6,-7327.2,-8410.8,-9494.4,-10578.0,-9802.2,-12810.8,-16369.4,-20478.0,,149576.36,240948.76,240948.76,240948.76,76318.06,76318.06
5949,-4067.6,,-4718.4,-5369.2,-6670.8,-7318.4,-8402.0,-9485.6,-10569.2,-9793.4,-12802.0,-16360.6,-20469.2,,149620.36,240998.76,240998.76,240998.76,76349.17,76349.17
5950,-4058.8,,-4709.6,-5360.4,-6662.0,-7309.6,-8393.2,-9476.8,-10560.4,-9784.6,-12793.2,-16351.8,-20460.4,,149653.7,241032.09,241032.09,241032.09,76357.97,76357.97
5951,-4068.8,,-4719.6,-5370.4,-6672.0,-7334.6,-8423.2,-9511.8,-10600.4,-9789.8,-12788.0,-16331.8,-20421.2,,149662.5,241040.89,241040.89,241040.89,76374.51,76374.51
5952,-4078.8,,-4734.6,-5390.4,-6702.0,-7359.6,-8453.2,-9546.8,-10640.4,-9795.0,-12782.8,-16311.8,-20382.0,,149671.3,241049.69,241049.69,241049.69,76405.61,76405.61
5953,-4070.0,,-4725.8,-5381.6,-6693.2,-7350.8,-8444.4,-9538.0,-10631.6,-9786.2,-12774.0,-16303.0,-20373.2,,149680.1,241058.49,241058.49,241058.49,76414.41,76414.41
5954,-4061.2,,-4717.0,-5372.8,-6684.4,-7342.0,-8435.6,-9529.2,-10622.8,-9777.4,-12765.2,-16294.2,-20364.4,,149688.9,241067.29,241067.29,241067.29,76430.96,76430.96
5955,-4052.4,,-4708.2,-5364.0,-6675.6,-7333.2,-8426.8,-9520.4,-10614.0,-9768.6,-12756.4,-16285.4,-20355.6,,149697.7,241076.09,241076.09,241076.09,76462.06,76462.06
5956,-4062.4,,-4718.2,-5374.0,-6685.6,-7358.2,-8456.8,-9555.4,-10654.0,-9816.1,-12826.4,-16382.9,-20485.6,,149687.7,241066.09,241066.09,241066.09,76452.06,76452.06
5957,-4053.6,,-4705.0,-5356.4,-6659.2,-7349.4,-8448.0,-9546.6,-10645.2,-9807.3,-12817.6,-16374.1,-20476.8,,149696.5,241074.89,241074.89,241074.89,76460.86,76460.86
5958,-4044.8,,-4696.2,-5347.6,-6650.4,-7340.6,-8439.2,-9537.8,-10636.4,-9798.5,-12808.8,-16365.3,-20468.0,,149705.3,241083.69,241083.69,241083.69,76477.4,76477.4
5959,-4054.8,,-4706.2,-5357.6,-6660.4,-7365.6,-8469.2,-9572.8,-10676.4,-9846.0,-12878.8,-16462.8,-20598.0,,149695.3,241073.69,241073.69,241073.69,76442.06,76442.06
5960,-4046.0,,-4693.0,-5340.0,-6634.0,-7356.8,-8460.4,-9564.0,-10667.6,-9837.2,-12870.0,-16454.0,-20589.2,,149704.1,241082.49,241082.49,241082.49,76450.86,76450.86
5961,-4037.2,,-4684.2,-5331.2,-6625.2,-7348.0,-8451.6,-9555.2,-10658.8,-9828.4,-12861.2,-16445.2,-20580.4,,149712.9,241091.29,241091.29,241091.29,76467.4,76467.4
5962,-4047.2,,-4694.2,-5341.2,-6635.2,-7373.0,-8481.6,-9590.2,-10698.8,-9875.9,-12931.2,-16542.7,-20710.4,,149702.9,241081.29,241081.29,241081.29,76432.06,76432.06
5963,-4057.2,,-4709.2,-5361.2,-6665.2,-7398.0,-8511.6,-9625.2,-10738.8,-9881.1,-12926.0,-16522.7,-20671.2,,149746.9,241161.29,241161.29,241161.29,76440.86,76440.86
5964,-4048.4,,-4700.4,-5352.4,-6656.4,-7389.2,-8502.8,-9616.4,-10730.0,-9872.3,-12917.2,-16513.9,-20662.4,,149790.9,241240.24,241240.24,241240.24,76457.4,76457.4
5965,-4058.4,,-4710.4,-5362.4,-6666.4,-7386.0,-8495.2,-9604.4,-10713.6,-9869.1,-12909.6,-16501.9,-20646.0,,149834.9,241318.02,241318.02,241318.02,76488.51,76488.51
5966,-4049.6,,-4697.2,-5344.8,-6640.0,-7377.2,-8486.4,-9595.6,-10704.8,-9860.3,-12900.8,-16493.1,-20637.2,,149878.9,241394.49,241394.49,241394.49,76497.31,76497.31
5967,-4059.6,,-4707.2,-5354.8,-6650.0,-7374.0,-8478.8,-9583.6,-10688.4,-9857.1,-12893.2,-16481.1,-20620.8,,149922.9,241469.49,241469.49,241469.49,76513.85,76513.85
5968,-4069.6,,-4722.2,-5374.8,-6680.0,-7399.0,-8508.8,-9618.6,-10728.4,-9862.3,-12888.0,-16461.1,-20581.6,,149966.9,241542.82,241542.82,241542.82,76544.95,76544.95
5969,-4079.6,,-4732.2,-5384.8,-6690.0,-7395.8,-8501.2,-9606.6,-10712.0,-9859.1,-12880.4,-16449.1,-20565.2,,150010.9,241614.25,241614.25,241614.25,76553.75,76553.75
5970,-4070.8,,-4719.0,-5367.2,-6663.6,-7387.0,-8492.4,-9597.8,-10703.2,-9850.3,-12871.6,-16440.3,-20556.4,,150054.9,241683.48,241683.48,241683.48,76570.3,76570.3
5971,-4062.0,,-4710.2,-5358.4,-6654.8,-7378.2,-8483.6,-9589.0,-10694.4,-9841.5,-12862.8,-16431.5,-20547.6,,150098.9,241750.15,241750.15,241750.15,76601.4,76601.4
5972,-4053.2,,-4701.4,-5349.6,-6646.0,-7369.4,-8474.8,-9580.2,-10685.6,-9832.7,-12854.0,-16422.7,-20538.8,,150142.9,241813.78,241813.78,241813.78,76610.2,76610.2
5973,-4063.2,,-4711.4,-5359.6,-6656.0,-7394.4,-8504.8,-9615.2,-10725.6,-9837.9,-12848.8,-16402.7,-20499.6,,150186.9,241873.78,241873.78,241873.78,76626.74,76626.74
5974,-4054.4,,-4698.2,-5342.0,-6629.6,-7385.6,-8496.0,-9606.4,-10716.8,-9829.1,-12840.0,-16393.9,-20490.8,,150230.9,241929.34,241929.34,241929.34,76657.85,76657.85
5975,-4064.4,,-4708.2,-5352.0,-6639.6,-7382.4,-8488.4,-9594.4,-10700.4,-9825.9,-12832.4,-16381.9,-20474.4,,150274.9,241979.34,241979.34,241979.34,76666.65,76666.65
5976,-4074.4,,-4723.2,-5372.0,-6669.6,-7407.4,-8518.4,-9629.4,-10740.4,-9831.1,-12827.2,-16361.9,-20435.2,,150317.76,242022.2,242022.2,242022.2,76683.19,76683.19
5977,-4084.4,,-4733.2,-5382.0,-6679.6,-7404.2,-8510.8,-9617.4,-10724.0,-9827.9,-12819.6,-16349.9,-20418.8,,150351.09,242055.53,242055.53,242055.53,76714.29,76714.29
5978,-4094.4,,-4748.2,-5402.0,-6709.6,-7401.0,-8503.2,-9605.4,-10707.6,-9824.7,-12812.0,-16337.9,-20402.4,,150371.09,242075.53,242075.53,242075.53,76723.09,76723.09
5979,-4104.4,,-4758.2,-5412.0,-6719.6,-7397.8,-8495.6,-9593.4,-10691.2,-9821.5,-12804.4,-16325.9,-20386.0,,150379.89,242084.33,242084.33,242084.33,76739.64,76739.64
5980,-4095.6,,-4745.0,-5394.4,-6693.2,-7389.0,-8486.8,-9584.6,-10682.4,-9812.7,-12795.6,-16317.1,-20377.2,,150388.69,242093.13,242093.13,242093.13,76770.74,76770.74
5981,-4086.8,,-4736.2,-5385.6,-6684.4,-7380.2,-8478.0,-9575.8,-10673.6,-9803.9,-12786.8,-16308.3,-20368.4,,150397.49,242101.93,242101.93,242101.93,76779.54,76779.54
5982,-4078.0,,-4727.4,-5376.8,-6675.6,-7371.4,-8469.2,-9567.0,-10664.8,-9795.1,-12778.0,-16299.5,-20359.6,,150406.29,242110.73,242110.73,242110.73,76796.08,76796.08
5983,-4088.0,,-4737.4,-5386.8,-6685.6,-7368.2,-8461.6,-9555.0,-10648.4,-9791.9,-12770.4,-16287.5,-20343.2,,150415.09,242119.53,242119.53,242119.53,76827.19,76827.19
5984,-4079.2,,-4724.2,-5369.2,-6659.2,-7359.4,-8452.8,-9546.2,-10639.6,-9783.1,-12761.6,-16278.7,-20334.4,,150423.89,242128.33,242128.33,242128.33,76835.99,76835.99
5985,-4070.4,,-4715.4,-5360.4,-6650.4,-7350.6,-8444.0,-9537.4,-10630.8,-9774.3,-12752.8,-16269.9,-20325.6,,150432.69,242137.13,242137.13,242137.13,76852.53,76852.53
5986,-4061.6,,-4706.6,-5351.6,-6641.6,-7341.8,-8435.2,-9528.6,-10622.0,-9765.5,-12744.0,-16261.1,-20316.8,,150441.49,242145.93,242145.93,242145.93,76883.63,76883.63
5987,-4071.6,,-4716.6,-5361.6,-6651.6,-7338.6,-8427.6,-9516.6,-10605.6,-9762.3,-12736.4,-16249.1,-20300.4,,150450.29,242154.73,242154.73,242154.73,76892.43,76892.43
5988,-4081.6,,-4731.6,-5381.6,-6681.6,-7335.4,-8420.0,-9504.6,-10589.2,-9759.1,-12728.8,-16237.1,-20284.0,,150459.09,242163.53,242163.53,242163.53,76908.98,76908.98
5989,-4091.6,,-4741.6,-5391.6,-6691.6,-7332.2,-8412.4,-9492.6,-10572.8,-9755.9,-12721.2,-16225.1,-20267.6,,150467.89,242172.33,242172.33,242172.33,76940.08,76940.08
5990,-4101.6,,-4756.6,-5411.6,-6721.6,-7357.2,-8442.4,-9527.6,-10612.8,-9761.1,-12716.0,-16205.1,-20228.4,,150476.69,242181.13,242181.13,242181.13,76948.88,76948.88
5991,-4111.6,,-4766.6,-5421.6,-6731.6,-7382.2,-8472.4,-9562.6,-10652.8,-9766.3,-12710.8,-16185.1,-20189.2,,150485.49,242189.93,242189.93,242189.93,76965.42,76965.42
5992,-4121.6,,-4781.6,-5441.6,-6761.6,-7407.2,-8502.4,-9597.6,-10692.8,-9771.5,-12705.6,-16165.1,-20150.0,,150494.29,242198.73,242198.73,242198.73,76996.53,76996.53
5993,-4131.6,,-4791.6,-5451.6,-6771.6,-7432.2,-8532.4,-9632.6,-10732.8,-9819.0,-12775.6,-16262.6,-20280.0,,150444.29,242107.82,242107.82,242107.82,76986.53,76986.53
5994,-4122.8,,-4778.4,-5434.0,-6745.2,-7423.4,-8523.6,-9623.8,-10724.0,-9810.2,-12766.8,-16253.8,-20271.2,,150488.29,242192.03,242192.03,242192.03,76995.33,76995.33
5995,-4132.8,,-4788.4,-5444.0,-6755.2,-7448.4,-8553.6,-9658.8,-10764.0,-9815.4,-12761.6,-16233.8,-20232.0,,150532.29,242275.37,242275.37,242275.37,77011.87,77011.87
5996,-4124.0,,-4775.2,-5426.4,-6728.8,-7439.6,-8544.8,-9650.0,-10755.2,-9806.6,-12752.8,-16225.0,-20223.2,,150576.29,242357.72,242357.72,242357.72,77042.97,77042.97
5997,-4115.2,,-4766.4,-5417.6,-6720.0,-7430.8,-8536.0,-9641.2,-10746.4,-9797.8,-12744.0,-16216.2,-20214.4,,150620.29,242438.97,242438.97,242438.97,77051.77,77051.77
5998,-4106.4,,-4757.6,-5408.8,-6711.2,-7422.0,-8527.2,-9632.4,-10737.6,-9789.0,-12735.2,-16207.4,-20205.6,,150664.29,242518.97,242518.97,242518.97,77068.32,77068.32
5999,-4116.4,,-4767.6,-5418.8,-6721.2,-7418.8,-8519.6,-9620.4,-10721.2,-9785.8,-12727.6,-16195.4,-20189.2,,150708.29,242597.54,242597.54,242597.54,77099.42,77099.42
6000,-4126.4,,-4782.6,-5438.8,-6751.2,-7443.8,-8549.6,-9655.4,-10761.2,-9791.0,-12722.4,-16175.4,-20150.0,,150752.29,242674.46,242674.46,242674.46,77108.22,77108.22
6001,-4117.6,,-4773.8,-5430.0,-6742.4,-7435.0,-8540.8,-9646.6,-10752.4,-9782.2,-12713.6,-16166.6,-20141.2,,150796.29,242749.46,242749.46,242749.46,77124.76,77124.76
6002,-4108.8,,-4765.0,-5421.2,-6733.6,-7426.2,-8532.0,-9637.8,-10743.6,-9773.4,-12704.8,-16157.8,-20132.4,,150840.29,242822.19,242822.19,242822.19,77155.87,77155.87
6003,-4100.0,,-4756.2,-5412.4,-6724.8,-7417.4,-8523.2,-9629.0,-10734.8,-9764.6,-12696.0,-16149.0,-20123.6,,150884.29,242892.19,242892.19,242892.19,77164.67,77164.67
6004,-4110.0,,-4766.2,-5422.4,-6734.8,-7442.4,-8553.2,-9664.0,-10774.8,-9769.8,-12690.8,-16129.0,-20084.4,,150928.29,242958.86,242958.86,242958.86,77181.21,77181.21
6005,-4120.0,,-4781.2,-5442.4,-6764.8,-7467.4,-8583.2,-9699.0,-10814.8,-9775.0,-12685.6,-16109.0,-20045.2,,150972.29,243021.36,243021.36,243021.36,77212.31,77212.31
6006,-4130.0,,-4791.2,-5452.4,-6774.8,-7464.2,-8575.6,-9687.0,-10798.4,-9771.8,-12678.0,-16097.0,-20028.8,,151016.29,243078.5,243078.5,243078.5,77221.11,77221.11
6007,-4140.0,,-4806.2,-5472.4,-6804.8,-7461.0,-8568.0,-9675.0,-10782.0,-9768.6,-12670.4,-16085.0,-20012.4,,151060.29,243128.5,243128.5,243128.5,77237.66,77237.66
6008,-4131.2,,-4797.4,-5463.6,-6796.0,-7452.2,-8559.2,-9666.2,-10773.2,-9759.8,-12661.6,-16076.2,-20003.6,,151100.29,243168.5,243168.5,243168.5,77268.76,77268.76
6009,-4141.2,,-4807.4,-5473.6,-6806.0,-7477.2,-8589.2,-9701.2,-10813.2,-9765.0,-12656.4,-16056.2,-19964.4,,151125.29,243193.5,243193.5,243193.5,77277.56,77277.56
6010,-4132.4,,-4794.2,-5456.0,-6779.6,-7468.4,-8580.4,-9692.4,-10804.4,-9756.2,-12647.6,-16047.4,-19955.6,,151134.09,243202.3,243202.3,243202.3,77294.1,77294.1
6011,-4123.6,,-4785.4,-5447.2,-6770.8,-7459.6,-8571.6,-9683.6,-10795.6,-9747.4,-12638.8,-16038.6,-19946.8,,151142.89,243211.1,243211.1,243211.1,77325.21,77325.21
6012,-4133.6,,-4795.4,-5457.2,-6780.8,-7456.4,-8564.0,-9671.6,-10779.2,-9744.2,-12631.2,-16026.6,-19930.4,,151151.69,243219.9,243219.9,243219.9,77334.01,77334.01
6013,-4143.6,,-4810.4,-5477.2,-6810.8,-7453.2,-8556.4,-9659.6,-10762.8,-9741.0,-12623.6,-16014.6,-19914.0,,151160.49,243228.7,243228.7,243228.7,77350.55,77350.55
6014,-4134.8,,-4801.6,-5468.4,-6802.0,-7444.4,-8547.6,-9650.8,-10754.0,-9732.2,-12614.8,-16005.8,-19905.2,,151169.29,243237.5,243237.5,243237.5,77381.65,77381.65
6015,-4126.0,,-4792.8,-5459.6,-6793.2,-7435.6,-8538.8,-9642.0,-10745.2,-9723.4,-12606.0,-15997.0,-19896.4,,151178.09,243246.3,243246.3,243246.3,77390.45,77390.45
6016,-4117.2,,-4784.0,-5450.8,-6784.4,-7426.8,-8530.0,-9633.2,-10736.4,-9714.6,-12597.2,-15988.2,-19887.6,,151186.89,243255.1,243255.1,243255.1,77407.0,77407.0
6017,-4108.4,,-4775.2,-5442.0,-6775.6,-7418.0,-8521.2,-9624.4,-10727.6,-9705.8,-12588.4,-15979.4,-19878.8,,151195.69,243263.9,243263.9,243263.9,77438.1,77438.1
6018,-4099.6,,-4766.4,-5433.2,-6766.8,-7409.2,-8512.4,-9615.6,-10718.8,-9697.0,-12579.6,-15970.6,-19870.0,,151204.49,243272.7,243272.7,243272.7,77446.9,77446.9
6019,-4090.8,,-4757.6,-5424.4,-6758.0,-7400.4,-8503.6,-9606.8,-10710.0,-9688.2,-12570.8,-15961.8,-19861.2,,151213.29,243281.5,243281.5,243281.5,77463.44,77463.44
6020,-4082.0,,-4748.8,-5415.6,-6749.2,-7391.6,-8494.8,-9598.0,-10701.2,-9679.4,-12562.0,-15953.0,-19852.4,,151222.09,243290.3,243290.3,243290.3,77494.55,77494.55
6021,-4073.2,,-4740.0,-5406.8,-6740.4,-7382.8,-8486.0,-9589.2,-10692.4,-9670.6,-12553.2,-15944.2,-19843.6,,151230.89,243299.1,243299.1,243299.1,77503.35,77503.35
6022,-4064.4,,-4731.2,-5398.0,-6731.6,-7374.0,-8477.2,-9580.4,-10683.6,-9661.8,-12544.4,-15935.4,-19834.8,,151239.69,243307.9,243307.9,243307.9,77519.89,77519.89
6023,-4074.4,,-4741.2,-5408.0,-6741.6,-7399.0,-8507.2,-9615.4,-10723.6,-9667.0,-12539.2,-15915.4,-19795.6,,151283.69,243387.9,243387.9,243387.9,77550.99,77550.99
6024,-4065.6,,-4728.0,-5390.4,-6715.2,-7390.2,-8498.4,-9606.6,-10714.8,-9658.2,-12530.4,-15906.6,-19786.8,,151327.69,243466.85,243466.85,243466.85,77559.79,77559.79
6025,-4075.6,,-4738.0,-5400.4,-6725.2,-7387.0,-8490.8,-9594.6,-10698.4,-9655.0,-12522.8,-15894.6,-19770.4,,151371.69,243544.62,243544.62,243544.62,77576.34,77576.34
6026,-4066.8,,-4724.8,-5382.8,-6698.8,-7378.2,-8482.0,-9585.8,-10689.6,-9646.2,-12514.0,-15885.8,-19761.6,,151415.69,243621.1,243621.1,243621.1,77607.44,77607.44
6027,-4076.8,,-4734.8,-5392.8,-6708.8,-7375.0,-8474.4,-9573.8,-10673.2,-9643.0,-12506.4,-15873.8,-19745.2,,151459.69,243696.1,243696.1,243696.1,77616.24,77616.24
6028,-4068.0,,-4721.6,-5375.2,-6682.4,-7366.2,-8465.6,-9565.0,-10664.4,-9634.2,-12497.6,-15865.0,-19736.4,,151503.69,243769.43,243769.43,243769.43,77632.78,77632.78
6029,-4059.2,,-4712.8,-5366.4,-6673.6,-7357.4,-8456.8,-9556.2,-10655.6,-9625.4,-12488.8,-15856.2,-19727.6,,151547.69,243840.86,243840.86,243840.86,77663.89,77663.89
6030,-4069.2,,-4722.8,-5376.4,-6683.6,-7354.2,-8449.2,-9544.2,-10639.2,-9622.2,-12481.2,-15844.2,-19711.2,,151591.69,243910.09,243910.09,243910.09,77672.69,77672.69
6031,-4079.2,,-4737.8,-5396.4,-6713.6,-7351.0,-8441.6,-9532.2,-10622.8,-9619.0,-12473.6,-15832.2,-19694.8,,151635.69,243976.75,243976.75,243976.75,77689.23,77689.23
6032,-4070.4,,-4729.0,-5387.6,-6704.8,-7342.2,-8432.8,-9523.4,-10614.0,-9610.2,-12464.8,-15823.4,-19686.0,,151679.69,244040.39,244040.39,244040.39,77720.33,77720.33
6033,-4080.4,,-4739.0,-5397.6,-6714.8,-7339.0,-8425.2,-9511.4,-10597.6,-9607.0,-12457.2,-15811.4,-19669.6,,151723.69,244100.39,244100.39,244100.39,77729.13,77729.13
6034,-4071.6,,-4725.8,-5380.0,-6688.4,-7330.2,-8416.4,-9502.6,-10588.8,-9598.2,-12448.4,-15802.6,-19660.8,,151767.69,244155.95,244155.95,244155.95,77745.68,77745.68
6035,-4062.8,,-4717.0,-5371.2,-6679.6,-7321.4,-8407.6,-9493.8,-10580.0,-9589.4,-12439.6,-15793.8,-19652.0,,151811.69,244205.95,244205.95,244205.95,77776.78,77776.78
6036,-4072.8,,-4727.0,-5381.2,-6689.6,-7346.4,-8437.6,-9528.8,-10620.0,-9636.9,-12509.6,-15891.3,-19782.0,,151762.99,244157.25,244157.25,244157.25,77766.78,77766.78
6037,-4082.8,,-4742.0,-5401.2,-6719.6,-7343.2,-8430.0,-9516.8,-10603.6,-9633.7,-12502.0,-15879.3,-19765.6,,151806.99,244207.25,244207.25,244207.25,77775.58,77775.58
6038,-4074.0,,-4733.2,-5392.4,-6710.8,-7334.4,-8421.2,-9508.0,-10594.8,-9624.9,-12493.2,-15870.5,-19756.8,,151846.99,244247.25,244247.25,244247.25,77792.12,77792.12
6039,-4065.2,,-4724.4,-5383.6,-6702.0,-7325.6,-8412.4,-9499.2,-10586.0,-9616.1,-12484.4,-15861.7,-19748.0,,151871.99,244272.25,244272.25,244272.25,77823.23,77823.23
6040,-4075.2,,-4734.4,-5393.6,-6712.0,-7322.4,-8404.8,-9487.2,-10569.6,-9612.9,-12476.8,-15849.7,-19731.6,,151880.79,244281.05,244281.05,244281.05,77832.03,77832.03
6041,-4066.4,,-4721.2,-5376.0,-6685.6,-7313.6,-8396.0,-9478.4,-10560.8,-9604.1,-12468.0,-15840.9,-19722.8,,151889.59,244289.85,244289.85,244289.85,77848.57,77848.57
6042,-4076.4,,-4731.2,-5386.0,-6695.6,-7338.6,-8426.0,-9513.4,-10600.8,-9651.6,-12538.0,-15938.4,-19852.8,,151879.59,244279.85,244279.85,244279.85,77813.23,77813.23
